title,rating,num_votes,year
My Little Pony: Equestria Girls,6.1,4278,2013
Erosion,4.9,169,2005
Tre,5.1,161,2006
The Fast and the Furious,5.3,1066,1954
Cohen and Tate,6.4,1657,1988
Fight Valley,2.7,480,2016
The Bank Dick,7.3,6059,1940
The Way It Is,5.8,68,1985
All My Sons,7.5,1396,1948
After Adderall,5.8,32,2016
Nadja,6.0,2720,1994
Ride,4.6,646,1998
A Bad Idea Gone Wrong,5.7,810,2017
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,5.7,735,1971
The Big Empty,6.1,3721,2003
The Trail of the Lonesome Pine,6.9,908,1936
The Glass Slipper,6.5,1113,1955
American Guinea Pig: Bouquet of Guts and Gore,4.5,470,2014
Luster,5.4,1075,2002
The Devil-Doll,7.1,3245,1936
City Girl,7.9,2483,1930
Brother's Keeper,5.3,416,2013
Coffin Baby,3.2,774,2013
Dream Wife,6.0,1475,1953
The Vagrant,5.8,1126,1992
Something Like a Business,3.9,405,2010
Black Scorpion II: Aftershock,3.3,631,1996
Guinevere,6.0,2287,1999
Bigfoot,2.3,650,1970
The Sleepwalker,4.9,625,2014
Rhapsody in Blue,7.1,1105,1945
Destry,6.7,986,1954
The Wrong Nanny,5.0,159,2017
Older Than America,5.6,799,2008
Mississippi Murder,3.7,149,2017
"Sweet, Sweet Lonely Girl",5.4,570,2016
Santa Paws 2: The Santa Pups,5.2,982,2012
Staten Island,5.9,4830,2009
All Through the House,4.7,1648,2015
The Glory Guys,6.2,599,1965
Private Lessons II,4.8,78,1993
I'm Obsessed with You (But You've Got to Leave Me Alone),7.4,33,2014
$5 a Day,6.4,2926,2008
Underdogs,5.8,881,2013
Two Weeks,6.5,1749,2006
Shadows of the Dead,4.4,293,2016
The Notorious Landlady,6.9,1449,1962
Autumn Blood,5.3,1628,2013
The Crossbreed,2.5,244,2017
The Last Wagon,7.0,2405,1956
Cypress Creek,4.6,1741,2014
The File on Thelma Jordon,7.0,1663,1950
Arrowhead,6.2,1008,1953
Car Dogs,5.1,424,2016
Watercolors,6.0,1369,2008
"Gone, But Not Forgotten",5.4,1409,2003
Bullitt County,7.8,76,2018
The Valley of Decision,7.4,1584,1945
Away All Boats,6.3,1083,1956
The Return of the Vampire,6.3,1703,1943
Confessions of a Teenage Jesus Jerk,5.7,451,2017
Boom Town,7.1,2748,1940
Ghost of Goodnight Lane,4.4,987,2014
Big Jim McLain,5.4,1767,1952
Road to Hell,7.7,824,2008
Jennifer,5.4,424,1978
The Rage,4.3,1622,2007
Blue Family,5.6,85,2014
Another Forever,5.3,403,2016
Forbidden Sins,4.2,418,1999
The Last Rescue,4.7,1229,2015
The Loneliest Planet,5.5,3525,2011
Grace Quigley,5.8,557,1984
The Set-Up,7.9,6713,1949
Another Dirty Movie,3.6,55,2012
Ernest in the Army,4.8,2023,1998
Scream Blacula Scream,5.7,1895,1973
Day Zero,6.0,2648,2007
Pocket Money,5.5,1301,1972
A Short History of Decay,6.0,435,2014
The Devil's Disciple,7.3,1846,1959
Ping Pong Summer,5.4,2522,2014
The Seduction of Dr. Fugazzi,3.3,401,2009
Hot Lead and Cold Feet,6.1,1023,1978
Divorce American Style,6.3,1340,1967
The Prisoner of Zenda,7.7,3792,1937
Children of the Corn: Genesis,3.8,2776,2011
House by the Lake,3.6,350,2017
Falling Up,5.7,2308,2009
The Return,3.2,354,1980
Machine-Gun Kelly,6.3,1048,1958
American Buffalo,5.7,3194,1996
Petticoat Planet,2.3,367,1996
The Mummy's Hand,6.2,2891,1940
Lip Service,5.0,323,2013
Road Wars,2.8,597,2015
Curious George 3: Back to the Jungle,5.6,365,2015
Surprise Me!,5.8,17,2017
Cheerleader,8.0,50,2016
Population Zero,6.1,744,2016
Mankillers,4.7,190,1987
Stuart Saves His Family,5.3,2477,1995
Force of Evil,7.4,5000,1948
Coast to Coast,5.2,336,1980
Locked Down,4.3,2411,2010
Please Murder Me!,6.6,771,1956
The Gene Generation,4.3,2481,2007
The Flame and the Arrow,7.0,3032,1950
American Gun,6.2,2903,2005
False River,6.3,56,2005
Princess Cut,5.2,263,2015
The Culling,3.5,1509,2015
Night Eyes Three,4.2,394,1993
Poseidon Rex,2.6,1050,2013
Little Miss Perfect,5.1,223,2016
Firehouse,3.1,239,1987
Massacre at Central High,6.1,1472,1976
Leaving D.C.,6.1,453,2012
The In Crowd,6.3,686,1988
Hot Chili,4.2,297,1985
The Three Stooges Meet Hercules,6.4,848,1962
Murder by Contract,7.4,1726,1958
The Roots of Heaven,6.5,765,1958
Cinderella 2000,2.6,345,1977
The Suckling,4.6,631,1990
Pitching Love and Catching Faith,5.3,69,2015
In This Our Life,7.5,3581,1942
In Old Oklahoma,6.6,795,1943
The Night Sitter,5.0,56,2018
Sliders,2.4,5,2018
The Pistol: The Birth of a Legend,7.0,1144,1991
Kiss My Ashes,3.8,53,2018
Child's Play,6.0,811,1972
Angel Eyes,4.5,154,1993
Crack in the World,6.1,1838,1965
Road to Rio,7.3,2847,1947
Equinox,5.3,2559,1970
The Beautiful Country,7.5,3552,2004
Go for It!,4.0,1071,2011
Cold Heaven,6.0,740,1991
The Working Girls,5.6,220,1974
The Singles Ward,6.3,1232,2002
Some Kind of Hero,5.7,1124,1982
Shoulder Arms,6.9,5066,1918
The Sniper,7.1,2314,1952
Savage Sam,6.4,821,1963
Ruby Gentry,6.7,1200,1952
Watch the Sky,3.7,138,2017
The Best Man,7.7,2662,1964
Dominion,3.4,268,2015
Sweepers,3.8,1422,1998
Shark Exorcist,1.5,760,2015
Gold Dust,7.8,12,2017
The Wild World of Batwoman,2.1,4129,1966
Deadheads,5.4,4911,2011
"Beware, My Lovely",6.6,1402,1952
Prison Heat,3.9,625,1993
Hallelujah,6.9,1400,1929
The Invisible Boy,5.3,1107,1957
Enter the Devil,5.0,246,1972
Beyond Tomorrow,6.7,1217,1940
Storm Rider,6.4,933,2013
Frisk,4.9,589,1995
Daddy's Boy,3.1,105,2016
Trouble Along the Way,6.9,1422,1953
Living Dark: The Story of Ted the Caver,5.2,274,2013
The Scarlet Letter,7.8,1378,1926
Brain Dead,5.2,999,2007
Imaginary Heroes,7.2,9100,2004
Houdini,6.9,2662,1953
The Brasher Doubloon,6.6,741,1947
Nukie,1.5,1034,1987
Just the Way You Are,6.1,629,1984
Sex and the Teenage Mind,4.2,597,2002
Eyes of an Angel,5.4,1013,1991
A Horrible Way to Die,5.3,3108,2010
Medeas,6.3,329,2013
House of Bamboo,6.9,2498,1955
Seeing Other People,5.9,2261,2004
Stockholm,5.0,306,2017
The Maid's Room,4.5,870,2013
Takedown,6.3,6339,2000
Catalina Caper,2.0,1705,1967
The Incredible 2-Headed Transplant,3.2,1177,1971
Man in the Attic,6.2,1130,1953
A Birder's Guide to Everything,6.3,1918,2013
Black Widows,6.6,1606,2016
Girl in Woods,3.4,413,2016
The Glass Cage,3.6,193,1996
Yellow Hair and the Pecos Kid,4.3,266,1984
Loaded,4.7,2732,2008
Hot Spell,7.3,348,1958
The Werewolf,5.9,964,1956
Katherine of Alexandria,3.7,336,2014
The House on Pine Street,5.3,1700,2015
It Lives Again,5.2,1791,1978
Good morning Babilonia,6.8,1404,1987
Un lugar en el Caribe,8.6,982,2017
Ironheart,3.4,343,1992
Che!,5.2,774,1969
Made for Each Other,4.5,846,2009
Kissing on the Mouth,4.7,579,2005
Monster on the Campus,5.8,1320,1958
The Runestone,5.0,587,1991
Allegiance of Powers,4.0,261,2016
No Looking Back,5.9,1844,1998
California Dreaming,5.4,528,2017
Shark in Venice,2.5,1686,2008
I Married a Monster from Outer Space,6.4,2182,1958
Hester Street,7.0,1091,1975
The Groomsmen,6.2,4157,2006
The Strawberry Blonde,7.4,2742,1941
Gordy,3.9,1757,1995
Hansel vs. Gretel,2.9,858,2015
Shock 'Em Dead,5.4,767,1991
Barquero,6.3,1199,1970
Knucklehead,5.3,2266,2010
Ambush at Cimarron Pass,5.4,489,1958
Born American,4.3,1598,1986
Whiteboyz,5.3,1667,1999
The Lusty Men,7.5,2053,1952
Moontide,6.9,1177,1942
Purple Hearts,5.8,707,1984
Coach,4.7,468,1978
Tales of an Ancient Empire,3.3,1426,2010
Drunks,6.3,892,1995
The Dancing Masters,6.3,706,1943
Snake & Mongoose,5.8,591,2013
Road to Revenge,4.5,219,1993
The Last Voyage,6.7,1634,1960
I'll Never Forget What's'isname,7.2,780,1967
The Alligator People,5.5,1514,1959
Dead Heat on a Merry-Go-Round,6.1,981,1966
Naked People Every Where,6.3,9,2017
Illegal Tender,5.6,2391,2007
The Possession of Joel Delaney,5.9,807,1972
The Grasshopper,5.9,311,1970
Taken Heart,4.1,408,2017
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2.6,3340,2013
Dwelling,4.1,247,2016
Mike's Murder,5.6,698,1984
Midnight Tease,4.1,204,1994
World Gone Wild,5.2,615,1987
The Tiger Hunter,5.7,579,2016
As Good as Dead,5.2,1427,2010
Native Son,5.9,475,1986
Karate Kill,5.5,251,2016
Jerusalem Countdown,4.1,1154,2011
The Key,6.7,1086,1958
Ooga Booga,3.6,502,2013
The Unspeakable Act,5.8,412,2012
Pig Hunt,4.8,2331,2008
Jackson Bolt,4.3,53,2018
Pardon My Sarong,7.5,1960,1942
Dead & Breakfast,5.8,5618,2004
Cheetah,6.1,759,1989
By the Light of the Silvery Moon,7.1,1725,1953
Hidden Passion,4.7,78,2000
Hedgehog,5.8,75,2017
A Song Is Born,7.0,1862,1948
1666,2.6,416,2011
Critical Care,6.0,1609,1997
The Sex Addict,2.5,198,2017
My Name Is Julia Ross,7.1,1574,1945
Ruby Cairo,5.0,1983,1992
None But the Lonely Heart,6.6,1976,1944
Tony 'n' Tina's Wedding,4.5,215,2004
16-Love,5.8,1496,2012
The Midnight Swim,5.2,733,2014
Buffalo Rider,4.4,353,1978
International Velvet,5.8,1252,1978
Suits,4.2,150,1999
Knife Fight,5.1,1250,2012
The Hawaiians,6.3,864,1970
The Cat and the Canary,7.2,2391,1927
Cross My Heart,5.7,920,1987
Lime Salted Love,5.2,159,2006
Private Hell 36,6.8,978,1954
Extramarital,4.3,371,1998
Omega Doom,4.5,2671,1996
Angel of H.E.A.T.,3.8,324,1983
Flashes,4.8,150,2015
Night Tide,6.4,1915,1961
Molly and Lawless John,5.4,192,1972
Ghostmates,4.7,598,2016
Skateland,5.8,2055,2010
The Velvet Touch,6.8,736,1948
Killer Rack,6.0,123,2015
Saddle the Wind,6.6,1174,1958
Hannibal Brooks,7.1,1206,1969
Table for Five,6.3,607,1983
Joseph Smith: American Prophet,7.6,14,2017
The Prey,3.5,520,1984
The Minion,3.9,1433,1998
23 Paces to Baker Street,7.0,1642,1956
Slippery Slope,5.1,180,2006
Captain from Castile,6.9,1589,1947
Treasure of the Amazon,4.5,439,1985
Company Business,5.6,2153,1991
Million Dollar Mystery,5.1,332,1987
Six-Gun Gold,6.2,88,1941
The Big Tease,6.3,2246,1999
Pilgrim's Progress,5.6,203,1978
Truth or Double Dare (TODD),3.0,83,2018
Beach Massacre at Kill Devil Hills,3.3,143,2016
The Zero Boys,4.7,1012,1986
You Never Can Tell,7.2,475,1951
Divine Access,5.7,258,2015
The Weekend It Lives,1.3,1548,1992
"Wicked, Wicked",5.3,433,1973
American Crude,3.8,1550,2008
Jay and Silent Bob's Super Groovy Cartoon Movie,5.1,1505,2013
Instant Karma,5.3,97,1990
Guns,3.9,727,1990
Dangerous,7.1,2442,1935
Hot Stuff,6.5,861,1979
Never Say Goodbye,6.5,387,1956
The First Time Club,7.2,38,2017
Once Upon a Time,6.1,807,1944
Untitled Laika Project,8.0,13,2018
Jake Speed,5.3,727,1986
The Case of the Howling Dog,6.9,553,1934
Mirror Images,4.3,271,1992
River of Death,4.3,914,1989
Go Tell the Spartans,6.7,2106,1978
A Breed Apart,5.5,1105,1984
A Nymphoid Barbarian in Dinosaur Hell,2.4,1357,1990
Amazons and Gladiators,3.1,1163,2001
Legend of the Red Reaper,2.2,477,2013
Ted & Venus,5.0,187,1991
The Last Godfather,3.7,1046,2010
Lawless Range,5.1,272,2016
Sinful Obsession,5.2,185,1999
Soda Springs,6.0,284,2012
Ghost Team One,4.4,2028,2013
The Litch,2.9,74,2018
Bobby the Hedgehog,4.8,105,2016
The Company She Keeps,6.4,404,1951
Class of 1999 II: The Substitute,4.4,1168,1994
Weekend Warriors,4.6,257,1986
Fire Twister,2.5,367,2015
EuroClub,5.1,52,2016
Hammett,6.5,2584,1982
Who's Minding the Store?,6.8,1973,1963
Frontier Fugitives,5.3,44,1945
Secret Honor,7.4,2384,1984
The Last Hangman,7.5,4542,2005
A Connecticut Yankee in King Arthur's Court,6.7,1979,1949
Soldier Boyz,4.4,984,1995
Criminal Passion,4.6,268,1994
The Centerfold Girls,5.7,514,1974
The Lost World,5.3,881,1992
Deep in My Heart,6.5,641,1954
Virgin High,2.9,388,1991
The King of the Kickboxers,6.0,1222,1990
Russian Doll,5.9,16,2016
L.A. Slasher,3.6,682,2015
You Can't Fight Christmas,4.4,523,2017
Randy Rides Alone,5.4,774,1934
Craig's Wife,7.3,576,1936
Assignment: Paris,6.1,231,1952
The Happy Hooker Goes to Washington,2.8,394,1977
Treasure Island,7.2,2091,1934
The FP,5.6,1529,2011
Texas Masquerade,7.0,74,1944
Mrs. Palfrey at the Claremont,7.6,2957,2005
Hard to Hold,4.9,534,1984
Gekijouban Poketto monsutâ Adobansu jenerêshon: Nanayo no negaiboshi Jirâchi,5.9,2969,2003
Let's Do It!,5.6,91,1982
All Girls Weekend,3.7,1419,2016
Speedway Junky,5.3,1508,1999
A Price Above Rubies,6.6,2474,1998
Camp Takota,6.9,4380,2014
The Girl from Petrovka,5.3,422,1974
La linea,5.2,3394,2009
The Window,7.4,2975,1949
Good Advice,6.2,6330,2001
Just Peck,6.3,805,2009
The Final Season,6.7,2311,2007
Year 3000,4.9,8,2018
Breaking Through,4.3,324,2015
His Secret Family,5.2,445,2015
Complacent,6.8,68,2012
The Pleasure Seekers,5.7,559,1964
Freelancers Anonymous,5.6,90,2018
Bone Dry,5.6,1098,2007
The War Boys,6.6,1462,2009
Body Waves,4.3,150,1992
Bigfoot vs. D.B. Cooper,1.7,149,2014
Time Walker,3.1,1294,1982
American Fetish,5.4,49,2011
Terror Tales,5.7,33,2016
Cycle Psycho,3.3,166,1973
The Triangle,4.9,566,2016
And Then Came Summer,4.6,363,2000
River of Grass,6.5,848,1994
Icebreaker,3.9,835,2000
Somebody Killed Her Husband,5.0,318,1978
Harum Scarum,4.7,1338,1965
Watch on the Rhine,7.4,3294,1943
Yellow Rock,4.6,425,2011
Terrortory 2,4.3,171,2018
The Next Man,5.1,555,1976
Humoresque,7.6,3454,1946
Beeswax,6.1,710,2009
Kabluey,6.7,4187,2007
Slightly Scarlet,6.8,729,1956
The Secret of the Sword,7.2,2032,1985
Coming Up Roses,7.6,56,2011
Broken Kingdom,6.1,230,2012
A Stranger Is Watching,5.2,515,1982
Fancy Pants,6.7,1029,1950
The New Swiss Family Robinson,4.8,677,1998
Inconceivable,5.3,166,2016
A Common Man,4.7,2100,2013
Eat Me,4.5,179,2018
Dune Warriors,3.9,255,1990
A Woman of Paris: A Drama of Fate,7.1,4246,1923
Floundering,5.8,1097,1994
Thick as Thieves,6.2,2194,1999
In Searching,4.1,15,2018
Shamelessly She-Hulk,6.8,25,2009
Silk,4.0,182,1986
Three Way,4.8,1349,2004
Dark Harbor,6.2,2240,1998
Dorfman,6.1,1272,2011
My Heroes Have Always Been Cowboys,6.4,444,1991
The Omega Code,3.5,4877,1999
Camp Manna,7.5,67,2018
Otis E.,7.4,73,2009
Cyborg Cop II,3.6,667,1994
Devil's Domain,3.4,280,2016
Sailor Beware,6.5,986,1952
Poster Boy,6.2,1256,2004
Baby the Rain Must Fall,6.4,1297,1965
Saratoga Trunk,6.6,1075,1945
Un homme est mort,6.6,716,1972
I Sell the Dead,6.1,10056,2008
Lady Killers,2.9,2311,2003
The 27th Day,6.2,970,1957
The Bounceback,5.2,849,2013
Paternity,4.9,839,1981
Night Game,5.0,568,1989
"Tbilisi, I Love You",7.5,161,2014
Puzzle of a Downfall Child,6.6,553,1970
Downtown,5.7,1616,1990
Star Maps,5.9,914,1997
My Name Is Modesty: A Modesty Blaise Adventure,4.6,2270,2004
Sharknado: Heart of Sharkness,3.3,264,2015
La bataille de San Sebastian,6.8,1673,1968
Lucky Luciano,6.4,978,1973
The Prisoner of Zenda,5.1,948,1979
The Good Heart,6.9,4010,2009
Underworld,7.7,2121,1927
Abby,5.7,672,1974
Desire Under the Elms,6.6,999,1958
Snoopy Come Home,7.5,3742,1972
The Ritz,7.6,1891,1976
Waiting for the Light,6.1,382,1990
Bug,5.2,1680,1975
The Midnighters,7.6,65,2016
Loving You,6.5,1664,1957
Union Pacific,7.2,2175,1939
Dead Squad: Temple of the Undead,3.5,173,2018
Fatal Pursuit,3.4,155,1995
976-Evil II,4.2,1327,1991
Blue Like Jazz,5.9,2794,2012
Up the Sandbox,6.6,1124,1972
The Sensei,6.8,337,2008
Sonny Boy,5.7,607,1989
An Accidental Zombie (Named Ted),4.1,104,2017
Bad Apples,3.7,476,2018
Dr. Cyclops,6.5,1919,1940
Home Room,7.3,3090,2002
Altered Perception,3.2,135,2017
The Last of the Finest,5.7,1000,1990
The Babysitter,5.8,382,1969
The Toxic Avenger Part III: The Last Temptation of Toxie,4.4,3853,1989
"Blood, Sand and Gold",3.9,359,2017
Noah's Ark,6.6,587,1928
Madea's Tough Love,5.3,252,2015
P.U.N.K.S.,4.7,1223,1999
Parrish,6.6,854,1961
The Mutations,5.2,800,1974
Keeping Up with the Steins,5.4,2903,2006
The Retrieval,6.6,2305,2013
Partners,5.1,1004,1982
The Timber,4.9,1268,2015
The Christmas Dragon,4.7,464,2014
The Long Gray Line,7.3,2150,1955
The Hammer,7.3,5697,2007
Christmas with the Andersons,3.9,208,2016
Tomorrow Is Forever,7.5,2026,1946
Nightmare Alley,7.8,6153,1947
Last American Horror Show,3.9,92,2018
The Silencer,4.0,315,1992
One Way Wahine,4.6,11,1965
Just Between Friends,5.9,655,1986
Lost Time,2.9,959,2014
Secrets of a Psychopath,4.3,126,2015
The Myth of Fingerprints,6.1,2302,1997
The Apple Dumpling Gang Rides Again,6.0,2018,1979
The Old Maid,7.7,2765,1939
The Organization,6.0,1252,1971
Krampus Unleashed,2.5,397,2016
Dark Mirror,4.8,1287,2007
Live!,5.9,4661,2007
"All This, and Heaven Too",7.6,3816,1940
Hollywood Canteen,7.3,1597,1944
A Time for Dying,6.2,311,1969
The Mentor,5.1,198,2014
Kiss Daddy Goodnight,4.1,574,1987
Cold Feet,4.7,327,1989
The Good Life,6.5,1810,2007
Tom & Viv,6.5,1423,1994
A Place in Hell,3.3,169,2018
Robosapien: Rebooted,4.8,1054,2013
Conquest of Space,5.8,1206,1955
Her Minor Thing,5.4,1558,2005
Paint It Red,5.5,77,2018
Fat Chance,3.8,155,2014
Blackenstein,3.2,710,1973
"Dance, Girl, Dance",6.7,1589,1940
Never Say Goodbye,6.8,679,1946
Alice in Murderland,1.9,841,2010
Pretty Obsession,5.2,121,2012
Slasher.com,3.5,402,2017
Phoenix,6.4,3324,1998
Queens Logic,5.9,1394,1991
A Night in Casablanca,7.1,5377,1946
Indecent Behavior,3.9,398,1993
Eat My Dust,5.4,622,1976
Midnight,4.5,716,1982
"Somewhere, Tomorrow",6.5,482,1983
Wicked Lake,3.1,1032,2008
Project Eden: Vol. I,3.2,348,2017
China O'Brien,5.1,974,1990
Death Takes a Holiday,7.2,1434,1934
Body and Soul,4.4,236,1981
The Last Days of Frankie the Fly,5.4,1574,1996
Zoot Suit,6.8,939,1981
Lost Cat Corona,4.7,295,2017
The Royal Hunt of the Sun,6.5,509,1969
Lyle,6.0,198,2014
Ladies of the Chorus,6.1,804,1948
Bethlehem Ranch,7.2,17,2018
Redwood Highway,6.4,395,2013
The Other Side of the Mirror,2.4,562,2016
Carefree,7.1,2928,1938
True Blood,5.6,385,1989
The Borrower,5.4,1353,1991
The Horn Blows at Midnight,6.8,1061,1945
Bachelor Mother,7.6,3201,1939
Birds Like Us,6.2,114,2017
Sylvester,6.5,343,1985
Saving Lincoln,5.3,236,2013
Laura's Toys,6.0,184,1975
Joy Road,6.6,154,2004
Freshwater,2.7,403,2016
Savage Harvest,6.0,395,1981
Model Behavior,5.2,30,1982
The Night That Never Happened,4.6,137,1997
Killers from Space,3.2,1697,1954
23 Minutes to Sunrise,4.2,536,2012
King of the Mountain,5.5,294,1981
Summer Camp Nightmare,5.7,581,1987
The Time Being,5.5,701,2012
Down to Earth,6.4,934,1947
Hellgate,3.2,1237,1989
The Chameleon,5.6,1798,2010
The Bad News Bears Go to Japan,3.5,2454,1978
Rosemont,6.4,220,2015
Rooftops,4.7,372,1989
"'Sheba, Baby'",5.8,1004,1975
The Mildew from Planet Xonader,5.9,407,2015
Tarzan and the Huntress,6.8,1882,1947
Cookies & Cream,3.1,159,2008
The Zodiac Killer,4.4,515,1971
Fly Away,6.3,323,2011
"El mismo amor, la misma lluvia",7.3,2814,1999
Furry Nights,5.4,51,2016
Isabelle Dances Into the Spotlight,5.8,274,2014
The Clonus Horror,3.5,2082,1979
Johnny Eager,7.1,2172,1941
Any Day,5.1,1024,2015
Detention of the Dead,4.6,2388,2012
Billy: The Early Years,6.9,647,2008
Repeat Performance,6.9,406,1947
Hollywood Hot Tubs,4.1,324,1984
The Pill,5.4,3753,2011
Merry Wish-Mas,6.4,23,2018
Summer Camp,3.8,277,1979
"September 30, 1955",6.6,296,1977
It's a Wonderful World,7.1,2233,1939
Loose Shoes,4.9,425,1978
Jitterbugs,6.4,825,1943
Blood of Redemption,4.6,1380,2013
This Land Is Mine,7.6,2432,1943
Rage - Furia primitiva,5.5,401,1988
Station West,6.7,787,1948
Rachel and the Stranger,7.0,1704,1948
Movie Movie,6.6,805,1978
Tui shou,7.3,3156,1991
Boricua's Bond,3.7,234,2000
Hotel,6.6,1088,1967
Boo,4.3,4443,2005
The House on Carroll Street,6.1,1981,1988
The Terrible Two,2.2,215,2018
The Ring Thing,4.9,129,2017
Caprice,5.7,1068,1967
The Trail Beyond,5.4,652,1934
Stuck on You!,4.7,372,1982
Equalizer 2000,4.1,335,1987
All I Desire,7.1,1480,1953
Go North,4.2,427,2017
The Big Land,6.4,404,1957
Sins of the Night,5.2,180,1993
Tales of Erotica,4.7,241,1996
A Bag of Hammers,6.6,2738,2011
Santa Fe Trail,6.3,2779,1940
Playing with Dolls,2.6,345,2015
Sweet Hearts Dance,5.7,722,1988
Stacy's Knights,4.7,316,1983
Firehead,2.7,251,1991
Message from a Mistress,4.4,41,2017
Opposing Force,5.2,654,1986
The Transcendents,8.7,369,2018
Enticement,6.1,78,2000
McHale's Navy,6.4,717,1964
Noobz,4.9,1959,2012
Queen Bee,6.6,1564,1955
Simple Men,7.2,3735,1992
Broadway Melody of 1940,7.4,1840,1940
Uncle Nick,5.9,860,2015
Skins,7.2,1263,2002
Dear God,5.3,3395,1996
Dead Women Walking,7.0,76,2018
Paw Patrol: Mission Big Screen,7.1,7,2017
The Pirates Who Don't Do Anything: A VeggieTales Movie,5.7,2352,2008
The World in His Arms,7.1,1512,1952
The Versace Murder,3.6,236,1998
The Narrows,6.3,1418,2008
Black Spurs,5.8,246,1965
The Grass Harp,7.0,2878,1995
The Wonderful Land of Oz,2.8,141,1969
11 Harrowhouse,6.3,833,1974
A Bill of Divorcement,6.6,1302,1932
Anabolic Life,5.8,244,2017
Virginia City,6.8,1907,1940
The Freshman,7.6,4427,1925
Blindfold,6.2,613,1966
The Outfield,5.1,769,2015
Toad Road,5.1,1033,2012
The Unfinished Dance,6.6,347,1947
The Twilight People,3.9,424,1972
His Greatest Gamble,6.2,108,1934
The World's Greatest Sinner,6.6,668,1962
The Locket,7.2,2093,1946
Crooked Arrows,6.0,1722,2012
Penitentiary II,3.8,465,1982
A Month by the Lake,6.4,2006,1995
Kidnapped,6.7,1126,1960
There Goes the Neighborhood,5.8,956,1992
Fishbowl,8.6,11,2017
On Moonlight Bay,7.1,2012,1951
The Cuckold,2.9,149,2009
Running Wild,6.5,25,2015
Oy Vey! My Son Is Gay!!,5.1,527,2009
The Ganzfeld Haunting,3.2,591,2014
Endless Bummer,3.8,1095,2009
Midnight,7.9,4010,1939
Night of the Living Dead 3D,3.1,3178,2006
Luther the Geek,5.4,818,1989
Plain Clothes,6.4,761,1987
Flying Down to Rio,6.7,3000,1933
Speedy,7.7,2768,1928
A Belle for Christmas,5.6,214,2014
The Baby Maker,6.0,216,1970
The Pit and the Pendulum,2.7,365,2009
The Strange Door,6.4,660,1951
Man on a Swing,6.6,338,1974
Kismet,6.3,1208,1955
Baja,5.0,173,2018
Bare Exposure,4.1,190,1993
One Point O,6.1,5285,2004
And Then There Were None 2017,6.5,13,2017
Sister Code,4.6,302,2015
The Appointment,6.1,651,1969
Sodom and Gomorrah,5.8,1271,1962
Axeman 2: Overkill,4.8,76,2017
Rage of Honor,5.7,569,1987
Hell Up in Harlem,6.1,1104,1973
Mutual Appreciation,6.9,1667,2005
Seventh Moon,4.7,2638,2008
Waiting in the Wings: Still Waiting,6.1,16,2018
Cold Heart,5.4,626,2001
Shadows Run Black,3.2,321,1984
Squeeze Play,4.4,368,1979
Goin' All the Way!,4.1,156,1981
Sworn to Justice,5.2,413,1996
The Wizard of Gore,5.0,2532,2007
House of the Damned,5.1,328,1963
South of 8,6.4,29,2016
Kickboxer 3: The Art of War,3.9,2684,1992
The Art of Love,6.3,522,1965
Race for the Yankee Zephyr,5.7,752,1981
I Bury the Living,6.3,2165,1958
Six Gun Savior,3.3,171,2016
City That Never Sleeps,6.9,930,1953
The Happy Ending,6.5,861,1969
Point Man,9.1,28,2018
Spork,6.9,938,2010
I Ought to Be in Pictures,6.2,810,1982
Warrior of the Lost World,2.4,2283,1983
Le sang des autres,5.3,461,1984
All About Evil,6.2,1156,2010
Joy in the Morning,5.8,213,1965
The Dawn Patrol,7.6,2415,1938
